5.410000000000000000e+02,1.124000000000000000e+03
5.410000000000000000e+02,1.245000000000000000e+03
5.550000000000000000e+02,1.369000000000000000e+03
5.870000000000000000e+02,1.487000000000000000e+03
6.280000000000000000e+02,1.603000000000000000e+03
6.890000000000000000e+02,1.702000000000000000e+03
7.640000000000000000e+02,1.784000000000000000e+03
8.380000000000000000e+02,1.858000000000000000e+03
9.300000000000000000e+02,1.882000000000000000e+03
1.042000000000000000e+03,1.868000000000000000e+03
1.173000000000000000e+03,1.810000000000000000e+03
1.306000000000000000e+03,1.734000000000000000e+03
1.430000000000000000e+03,1.631000000000000000e+03
1.510000000000000000e+03,1.503000000000000000e+03
1.550000000000000000e+03,1.352000000000000000e+03
1.564000000000000000e+03,1.196000000000000000e+03
1.569000000000000000e+03,1.045000000000000000e+03
5.680000000000000000e+02,1.028000000000000000e+03
6.140000000000000000e+02,9.910000000000000000e+02
6.790000000000000000e+02,9.830000000000000000e+02
7.540000000000000000e+02,9.900000000000000000e+02
8.200000000000000000e+02,1.026000000000000000e+03
9.450000000000000000e+02,1.010000000000000000e+03
1.040000000000000000e+03,9.550000000000000000e+02
1.148000000000000000e+03,9.330000000000000000e+02
1.260000000000000000e+03,9.450000000000000000e+02
1.364000000000000000e+03,9.860000000000000000e+02
8.800000000000000000e+02,1.118000000000000000e+03
8.740000000000000000e+02,1.225000000000000000e+03
8.670000000000000000e+02,1.334000000000000000e+03
8.580000000000000000e+02,1.441000000000000000e+03
8.060000000000000000e+02,1.470000000000000000e+03
8.410000000000000000e+02,1.498000000000000000e+03
8.850000000000000000e+02,1.514000000000000000e+03
9.360000000000000000e+02,1.494000000000000000e+03
9.830000000000000000e+02,1.471000000000000000e+03
6.460000000000000000e+02,1.122000000000000000e+03
6.920000000000000000e+02,1.100000000000000000e+03
7.540000000000000000e+02,1.100000000000000000e+03
8.040000000000000000e+02,1.136000000000000000e+03
7.470000000000000000e+02,1.152000000000000000e+03
6.880000000000000000e+02,1.151000000000000000e+03
1.036000000000000000e+03,1.121000000000000000e+03
1.096000000000000000e+03,1.079000000000000000e+03
1.162000000000000000e+03,1.069000000000000000e+03
1.221000000000000000e+03,1.086000000000000000e+03
1.170000000000000000e+03,1.122000000000000000e+03
1.105000000000000000e+03,1.130000000000000000e+03
7.620000000000000000e+02,1.603000000000000000e+03
8.060000000000000000e+02,1.592000000000000000e+03
8.500000000000000000e+02,1.584000000000000000e+03
8.880000000000000000e+02,1.598000000000000000e+03
9.240000000000000000e+02,1.582000000000000000e+03
9.940000000000000000e+02,1.588000000000000000e+03
1.090000000000000000e+03,1.586000000000000000e+03
9.990000000000000000e+02,1.648000000000000000e+03
9.290000000000000000e+02,1.673000000000000000e+03
8.880000000000000000e+02,1.676000000000000000e+03
8.490000000000000000e+02,1.673000000000000000e+03
8.050000000000000000e+02,1.651000000000000000e+03
7.860000000000000000e+02,1.608000000000000000e+03
8.520000000000000000e+02,1.614000000000000000e+03
8.900000000000000000e+02,1.621000000000000000e+03
9.280000000000000000e+02,1.614000000000000000e+03
1.057000000000000000e+03,1.598000000000000000e+03
9.230000000000000000e+02,1.618000000000000000e+03
8.850000000000000000e+02,1.626000000000000000e+03
8.470000000000000000e+02,1.621000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00
4.210000000000000000e+02,0.000000000000000000e+00
8.430000000000000000e+02,0.000000000000000000e+00
1.265000000000000000e+03,0.000000000000000000e+00
1.687000000000000000e+03,0.000000000000000000e+00
2.109000000000000000e+03,0.000000000000000000e+00
0.000000000000000000e+00,2.813000000000000000e+03
4.210000000000000000e+02,2.813000000000000000e+03
8.430000000000000000e+02,2.813000000000000000e+03
1.265000000000000000e+03,2.813000000000000000e+03
1.687000000000000000e+03,2.813000000000000000e+03
2.109000000000000000e+03,2.813000000000000000e+03
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.680000000000000000e+02
0.000000000000000000e+00,9.370000000000000000e+02
0.000000000000000000e+00,1.406000000000000000e+03
0.000000000000000000e+00,1.875000000000000000e+03
0.000000000000000000e+00,2.344000000000000000e+03
0.000000000000000000e+00,2.813000000000000000e+03
2.109000000000000000e+03,0.000000000000000000e+00
2.109000000000000000e+03,4.680000000000000000e+02
2.109000000000000000e+03,9.370000000000000000e+02
2.109000000000000000e+03,1.406000000000000000e+03
2.109000000000000000e+03,1.875000000000000000e+03
2.109000000000000000e+03,2.344000000000000000e+03
2.109000000000000000e+03,2.813000000000000000e+03
